"indore" "kimberley" "albuquerque" "valencia" "viena" "abashiri" "tampa" "sao_paulo" "lahore" "punta_arenas" "helsinki"
101.75 -40.3 -36.02 -107.17 31.4 -15.85 -55.54 -15.74 -291.16 0.82 63.57
55.43 -96.02 -78.32 -61 -19.77 21.18 -1.18 125.31 -198.4 -29.98 -19.97
-144.08 -9.84 -33.26 38.45 26.73 52.24 -10.37 23.89 -145.61 -47.93 36.76
-90 -92.09 6.91 2.69 36.87 25.72 -69.26 -43.4 -69.81 -72.06 5
-53.78 -69.29 -6.64 -32.7 39.45 50.54 -1.32 56.13 -27.63 -55.15 84
-19.62 -26.35 -7.98 -31.76 13.39 32 56.04 107.93 4.8 -77.56 65
-57.71 -44.22 -6.1 -35.9 1.35 102 -53.17 16.68 -7.21 -27.52 3
-161.99 -93.92 -18.2 -44.08 15.73 42 -52.61 130.25 -88.41 -11.31 62
-212.75 -48.12 -53.52 -0.26 60.29 30.07 -27.89 -5.21 -134.1 25.11 43.56
-340.76 -49.57 -34.33 -65.57 -0.53 -0.64 -134.78 -51.47 -273.87 6.86 20.81
72.17 -19.31 -125.47 -94.05 -35.99 -34.67 -22.45 -32.88 -377.37 -10.18 5.09
69.79 -16.85 -120.85 -127 -19.62 -44.74 122.51 -72.51 -140.04 3.99 -76.41
274.69 -46.26 -59.89 -131.97 -8.37 -0.67 48.48 -70 -178.2 -28.55 12.18
94.98 -86.89 -65.82 67.67 -46.62 99.49 51.48 137.7 -85.48 -5.56 97.72
-135.71 -101.05 -12.4 6.36 8.46 3.66 -38.92 10.34 -120.79 -39.29 41.06
-80.93 -112.14 14.32 -36.68 39.61 40.22 -89.58 4.11 -66.77 -41.23 21.46
-52.28 -151.1 2.22 -37.07 34.9 33 -17.5 171.71 -14.98 -34.95 78.45
-29.12 -88.2 3.56 -38.94 22.57 91 74.96 230.56 6.44 -72.69 53
-68.1 -176.75 -20.68 -31.11 11.73 111 10.71 125.5 27.11 -46.03 67.44
-125.49 7.25 -31.51 -32.43 46.92 38 42.49 176.27 -22.69 -14.29 44.54
-223.28 -79.89 -26.43 -43.49 37.22 51.98 -17.69 77.52 -81.31 -61.3 7.81
-301.7 -20.95 -72.65 -75.87 -0.75 31.7 -133.69 -13.12 -257.48 -0.3 22.25
-161.84 -25.27 -105.16 -85.93 47.44 -36.82 61.95 -20.97 -304.53 0.17 -55.15
275.27 -24.83 -122.17 -120.1 -70.32 77.03 -110.93 -41.99 -62.06 20.59 -30.7
53.35 -50.49 -112.18 -103.19 -3.87 24.32 -11.43 -88.46 -82.85 -0.32 -13.71
-2.58 -92.59 -32.82 -47 72.61 14.76 -31.79 120.55 -187.12 -29.2 41.02
-91.58 -62.49 -58.88 -50.58 -32.83 27.83 -53.45 60.28 -124.91 -44.68 50.46
-88.52 -102.49 -35.56 -56.93 62.95 48.5 -32.02 -23.94 -55.86 -60.83 62
-64.03 -45.51 -8.89 58.66 75.85 81.76 14.56 171.5 -18.08 -82.79 19
-56 -109.54 -7.37 -0.45 48 27 73.18 209.74 1.32 -53.06 8
-87.28 -55.61 -19.99 -8.68 38 10 15.65 165.46 -6.26 -55.74 27
-175.19 -9.94 -23.99 -29.17 23.2 60 72.49 269.06 -46.96 7.38 25
-233.17 4.54 -53.09 -39.12 72.73 -3.65 1.18 -33.96 -182.2 27.51 10.13
-313.62 -54.72 -98.97 -39.98 22.18 53.74 -108.68 -48.88 -261.5 12.22 42.31
-229.4 -31.52 -38.14 -97.83 -6.6 3.27 52.18 -21.97 -54.54 -12.88 -7.25
459.01 5.32 -103.14 -115.68 -48.94 60.85 -120.04 -53.56 -117.59 -22 87.34
84.69 -21.9 -78.16 -112.77 -9.28 -4.06 -11.76 -40.48 340.23 -1.78 -65.23
18.96 -69.32 -42.56 -6.43 88.02 29.53 -32.1 90.18 -153.8 -46.7 2.15
-66.38 -98.42 -8.53 -87.6 10.31 4.01 -42.74 48.32 -127.5 -43.28 42.68
-88.07 37.61 1.29 18.48 -0.79 41.11 -46.07 -15.78 -59.99 -55.27 194.7
-54.44 -70.2 -9.68 41.93 24 63 4.78 193.78 -23.16 -64.88 39
-39.43 -88.61 11.29 59.98 14 52 -21.52 179.89 -15.17 -59.93 43
-66.35 -116.64 -10.27 -38.95 6.26 37 -56.14 41.42 -28.14 -34.79 66
-153.22 35.55 -35.15 -43.16 68.23 26 -73.04 -44.43 -61.49 -62.43 18.2
-194.35 -19.01 2.55 -17.73 33.18 20.42 178.18 -34.79 -71.25 16.22 16.16
-281.9 14.33 -68.94 -45.83 7.81 28.5 -92.94 -8.83 -184.65 -4.65 -14.39
-38.75 -17.48 -78.17 -90.32 -30.45 -7.13 -133.23 49.39 -194.63 -20.25 -15.29
268.73 -18.97 -69.67 -100.41 167.76 -47.68 -7.94 49.38 62.89 28.09 -26.27
196.94 -47.88 -67.49 -101.51 -48.73 62.38 32.86 -66.42 -180.74 -13.61 -17.56
-116.47 -90.15 -37.43 -21.43 -40.07 16.87 155.69 5.16 -190.72 -5.5 15.74
-95.49 -100.69 -42.05 -83.34 -4.37 16.52 -2.67 -18.93 13.4 -38.7 37.19
-90.1 -121.58 -1.29 -40.45 50.62 89.49 23.58 92.83 -40.17 -64.2 46.33
-30.61 -125.09 22.66 1.17 37.18 21.08 355.82 62.11 -13.4 -41.97 28
-40.28 -98.39 -5.58 67.03 19.46 29 66.27 50.55 -17.02 -4.72 64.44
-72.02 -56 6.2 -16.31 -19.92 15 229.04 240.66 -7.89 -44.74 30
-131.83 -22.55 34.26 -44.46 41.96 20.93 77.13 112.18 -41.74 -49.33 22
-273.49 -83.73 -21.74 -50.33 -16.05 -16.63 -83.62 -23.35 -130.29 -57.51 4.55
-355.7 -44.72 -79.75 -2.95 -19.41 8.55 -95.44 42.79 -316.05 16.03 2.07
-239.72 -33.92 -105.56 -99.72 -22 -2.89 -138.94 -53.47 -358.93 -31.35 54.31
66.35 -31.82 -59.29 -128.68 54.19 21.65 144.52 -65.29 -69.41 9.82 55.73
61.38 -46.75 -97.11 -113.6 -44.17 100.36 -18.01 -60.01 -172.69 -5.13 47.23
115.35 -70.57 -106.77 -96.37 62.26 102.14 48.15 -1.19 -167.25 -9.61 -3.03
-144.8 -64.79 -9.21 -68.22 51.76 -10.24 -120.33 117.84 -125.99 -47.18 104.33
-92.78 -63.89 -13.49 -30.83 21.48 80.16 -86.23 -70.13 -60.36 -51.96 33
-62.55 -113.61 -4.19 94.76 31.72 47 -47.03 106.82 -21.42 -47.42 51
-51.18 -142.75 -10.39 -28 10.96 48 25.43 173.27 41.88 -68.52 49
-41.42 -173.98 -19.87 -32.53 105.78 25 -44.38 224.25 -29.63 -57.82 63
-159.84 -148.37 -6.59 26.59 4.68 43 -37.41 61.14 -40.97 -69.63 23.97
-277.99 -98.84 -26.89 -51.04 2.28 11.11 -99.52 -60.25 -234.85 -45.84 24.68
-330.83 -5.98 -57.88 -82.14 27.65 46.14 -98.07 -44.61 -296.85 -12.47 -28.03
0.55 -36.31 -89.42 -94.99 -11.4 -59.84 -47.88 10.25 -272.14 0.06 -52.32
-23.99 -40.62 -80.24 -107.9 -4.96 9.26 -92 -57.76 -195.77 -4.77 -54.85
-22.74 -46.21 -32.81 -135.41 -4.41 -86.2 27.37 -77.9 -135.22 24.34 -0.42
171.82 -20.68 -72.93 -53.62 -11.34 -16.72 -7.48 -12.51 -242.4 -16.52 -16.9
-14.35 -56.21 -49.46 -36.18 -26.71 56.61 -53.14 -19.55 -164.32 -49.4 63.85
-113.93 -161.25 -31.91 -16.25 37.1 20.04 -28.23 79.6 -74.42 -78.89 19
-47.45 26.17 -4.91 -28.63 55.22 97 -23.73 70.16 -28.26 -70.9 109
-56.84 43.56 -6.48 16.84 43.42 82 7.61 194.74 5.38 -29.94 40
-56.81 -120.32 -14.19 -46.93 15.9 10 -42.05 116.12 -15.47 -67.92 52
-137.49 -92.95 4.58 16.94 56.2 31 -77.38 -21.04 -71.35 -29.76 33.3
-303.04 -24.69 -57.71 -49.45 -41.23 141.25 -80.18 -104.44 -224.55 -41.37 10.95
-231.88 -46.31 -93.76 -62.99 -18.08 -23.43 -157.68 -77.14 -342.56 -17.05 -23.55
-124.56 -36.42 -97.97 -82.65 -59.87 0.08 -61.23 -75.06 -234.49 -0.91 9.18
128.78 -27.24 -108.57 -121.52 -10.6 38.11 35.51 1.8 83.55 16.72 -5.95
10.64 -55 -109.48 -114.53 -34.87 -27.3 -43.35 9.53 -184.89 -26.63 -14.49
-135.54 -14.83 -93.38 -100.54 -14.45 150.56 -40.74 22.98 -199.92 -17.05 -33.49
-141.46 -94.46 19.7 183.2 6.06 -7.55 -108.56 -68.77 -174.01 13.33 51.87
-114.22 -95.67 11.46 -44.54 3.31 57.21 -14.37 65.92 -65.13 -45.4 106.78
-64.99 -37.32 -2.41 -21.56 30.33 42 -1.59 69.95 -25.95 -20.91 67.67
-42.9 -138 3.69 -25.88 13.42 11 3.97 -5.99 -3.65 -9.42 50
-91.12 -120.26 -9.91 -1.87 6.36 27 -40.8 141.2 -33.4 -9.43 49
-140.28 -72 -21.72 -65.38 23.17 64 112.45 -8.41 -51.16 -43.98 24
-234.34 -2.73 -42.15 -0.19 -6.45 10.19 -96.44 -99.39 -118.89 -35.69 23.54
-272.22 -38.84 -80.88 -62.69 -40.16 -0.09 -132.9 -3.06 -309.21 -0.75 -28.28
100.64 -18.7 -111.88 -102.15 -23.04 25.59 1.43 -57.83 -167.91 2.98 49.47
10.62 -24.85 -95.01 -123.47 -7.67 95.8 -18.9 -39.08 51.74 3.6 -29.04
-41.96 -35.97 -76.02 -131.37 -44.87 -43.18 -108.24 -58.9 -147.95 3.15 -0.2
-159.91 -30.42 -89.9 80.45 45.24 178.93 149.49 -1.98 -193.34 -27.23 44.55
-83.33 -110.8 -60.28 -57.49 -43.09 71.29 -53.4 95.34 -141.2 -64.57 36.8
-91.3 -48.73 -11.37 6.07 38.93 17.51 -88.91 62.54 -72.56 -64.84 48.26
-64.14 -16.54 -0.9 52.87 53.57 42 -54.13 63.43 -23.23 -68.52 23
-41.78 -76.18 0.83 12.28 4.41 76 15.49 150.17 2.87 -84.55 69
-57.15 -82.78 -10.83 -42.02 12.44 37 25.81 47.29 -30.36 -75.9 47.58
-138.48 -90.04 -27.46 -17.36 36.73 33.13 -63.79 174.52 -81.36 -48.62 28.6
-241.17 -89.52 -55.7 14.44 17.5 -0.76 -78.1 -84.36 -211.42 -36.87 -22.53
-335.09 -11.37 -85.2 61.69 -23.56 -30.25 -126.83 -8.7 -327.53 -3.01 -28.13
-5.9 -26.94 -123.18 -99.96 -14.94 19.22 127.01 -100.72 -290.55 39.31 -2.26
-145.55 -24.49 -105.39 -106.87 -37.4 22.69 9.21 -47.9 -279.68 0.95 -23.78
190.22 21.76 -81.73 -72.26 126.5 89.83 46.98 -61.82 -185.5 -1.55 -62.78
-16.32 -66.24 -51.84 -64.77 -13.63 26.37 10.31 -31.53 -107.35 -9.83 -29.2
-153.28 -120.04 -38.46 -54.29 56.4 35.47 -88.38 -16.99 -150.63 -5.92 26.34
-96.83 -83.81 -9.99 -51.37 37.55 61.26 -14.54 98.92 -75.06 -27.58 43
-76.5 -67.09 1.7 -20.2 62.78 43 321.88 95.15 -26.19 -67.67 11
-55.48 -135.41 -19.05 -25.27 60.77 57 -19.6 180.8 11.24 -19.66 42
-76.83 -140.75 11.63 10.79 0.71 15 25.84 -59.02 64.16 -78.34 7
-142.12 -18.66 8.85 -13.61 -10.74 52 8.42 1.21 -12.84 15.61 7.64
-265.56 -79.59 -50.67 5.17 -12.18 30.53 12.46 -74.57 -215.83 -58.95 12.36
-312.7 -34.71 -82.89 1.42 40.04 -19.75 -90.82 -55.48 -260.91 -4.58 14.21
-12.57 -27.01 -105.39 -126.96 -63.15 -12.25 167.8 -81 -322.25 11.67 -7.99
243.56 -35.59 -138.11 -140.93 -53.03 -4.84 -85.11 -65.85 -14.3 -12.48 -60.17
47.74 -37.34 -107.79 -140.71 -77.79 28.54 206.26 -45.25 -149.79 -34.31 -1.25
233.42 -47.78 -88.56 -73.69 -19.27 12.56 -60.47 -55.46 -223.66 -11.42 -30.74
-126.48 -117.25 -27.36 -4.63 4.58 7.14 -117.61 20.01 -143.48 -1.35 50.82
-115.09 -135.19 -10.8 -41.01 -1.52 9.71 -66.72 -19.53 -42.33 -53.09 26.54
-66.63 -146.33 -5.86 -16.67 28.51 56.93 -4.23 7.05 -17.11 -34.43 66.29
-47.24 -96.23 -6.99 -42.2 70.1 119 59.28 162.19 -11.71 -68.45 38
-73.28 -23.2 21.03 11.48 74.51 84 54.11 214.18 -30.58 -89.7 41
-187.14 -64.73 -24.37 74.34 73.39 27.02 -43.14 12.41 -136.39 -66.04 43.56
-277.76 -30.02 30.96 -3.79 -23.28 0.73 -33.58 2.23 -229.45 -12.08 -20.46
-298.82 -37.23 -87.17 41.09 -1.91 21.17 -108.8 -20.54 -262.01 -45.57 -10.97
-196.65 -17.43 -97.15 -69.15 52.07 -33.04 46.11 -9.22 -215.54 -0.87 45.67
95.51 -25.15 -67.29 -120.93 -35.31 -26.25 77.73 25.79 -149.72 16.45 130.24
210.56 -31.74 -105.31 -141.99 -59.57 -2.34 183.76 -79.35 -109.72 -15.96 6.5
-44.93 -20.29 -64.71 15.64 -21.63 1.13 223.7 -109.69 -245.55 -25.55 37.97
-76.93 -93.85 -22.84 -65.46 -5.1 -31.19 -83.8 -2.18 -115.25 -44.65 28.67
-83.53 -159.43 13.25 -37.86 23.25 34.19 -63.34 57.42 -66.95 -54.54 56.68
-59.65 -104.42 0.09 -29.45 6.86 87 -2.83 141.01 -23.79 -79.25 69.68
-35.69 -95.46 18.96 -23.3 49.31 60 -30.96 178.82 46.86 -67.26 101.63
-72.35 -103.43 26.17 37.29 74.93 36 -5.86 -30.92 29.99 -102.56 18
-145.39 -90.16 3.53 -29.78 2.06 46.51 27.4 153.79 -14.1 -16.7 7
-224.89 -31.18 -19.83 -22.02 -15.14 66.87 -6.35 145.04 -162.66 12.2 -13.77
-307.41 -51.37 -72.35 -58.18 -14.4 13.54 -33.58 95.75 -263.39 -0.81 12.96
-241.54 -32.54 -110.78 -93.73 -33.89 -43.78 150.72 -9.38 -363.3 -5.31 15.57
60.4 -37.55 -111.61 -119.25 -21.1 37.61 -107.84 -64.11 -32.98 -31.96 -44.61
105.06 -55.22 -107.01 -108.9 28.87 27.88 -95.36 -90.32 -154.14 6.48 91.26
48.72 -95.28 -28.1 -63.06 -22.02 -17.8 -161.45 48.05 -149.94 -51.18 -30.83
-122.1 -106.06 -29.06 -59.92 -39.16 -2.29 -14.63 54.17 -122.69 -43.28 -1.71
-84.47 -80.68 -13.56 67.14 7.33 -9.85 -61.63 -6.55 -63.67 -49.84 59.67
-48.82 -137.54 -7.73 -19.78 80.16 91 -2.45 111.2 32.46 -81.02 36
-58.87 -133.98 -10.93 -3.26 48 69 -28.09 199.31 -1.63 -29.37 18
-122.2 8.73 -18.18 5.66 32.14 32 192.27 19.7 -20.19 -65.39 17
-103.93 -50.14 -26.27 -55.56 64.04 65.61 -67.97 -50.88 -64.02 -67.97 31
-244.8 -30.33 -59.67 -56.93 26.16 60.81 -82.84 -61.63 -38.55 15.19 11.48
-288.82 -17.05 -94.99 -33.32 16.38 31.19 -95.38 -63.25 -333.47 -44.83 -7.59
-202.52 -22.98 -96.45 -77.66 -13.32 -8.51 58.89 -56 -230.1 -0.2 -42.16
126.38 -38.91 -36.89 -131.7 -61.9 -57.99 60.02 -17.09 -94.66 -3.88 -76.32
317.48 -15.55 -11.83 -114.77 140.22 119.53 -13.25 -89.63 -105.97 6.34 -39.79
110.18 22.02 -48.48 -81.91 -53.91 -17.76 141.8 -13.84 -59.91 1.09 -36.68
-116.68 -51.7 -8.51 -65.05 -37.75 108.66 -99.87 -8.58 -163.25 -37.31 155.34
-78.56 -106.73 -28.23 61.62 1.13 65.45 -0.86 115.09 -48.16 -73.97 53.44
-64.06 -160.76 32.68 -20.49 1.66 98 1.34 176.12 6.39 -54.42 39.53
-47.72 -150.29 2.99 48.85 30.21 39 -20.07 76.94 -20.26 -73.17 100
-77.81 -176.94 2.5 1.31 50.73 41 5.52 137.07 72.04 -62.82 15
-130.97 -62.5 -19.06 8.22 59.87 17.19 -56.71 32.39 -9.83 -40.38 9.9
-255.81 41.62 -22.01 -5.52 -51.52 6.12 -39.12 -1.88 -260.71 27.06 17.64
-253.63 -55.18 -24.37 -48.97 21.1 81.32 -128.36 -26.49 -299.66 -11.59 -7.77
-180.77 -30.17 -98.78 -99.13 -21.08 -8.09 52.58 -61.92 -145.2 9.99 -23.41
203.08 -34.02 -88.88 -118.62 -36.2 12.14 8.9 73.84 -213.28 -8.78 -13.23
164.04 -53.49 -103.62 -97.09 -24.37 -50.7 71.09 -92 -173.32 -33.63 -10.24
-28.1 -71.44 -81.34 47.41 140.78 47.01 -54.63 -94.82 -152.5 -33.85 53.2
-117.83 -3.42 -57.17 256.18 33.04 6.5 -98.48 -11.39 -148.59 -29.3 40.42
-91.45 -62.42 -24.4 -40.51 38.58 -7.92 -71.86 110.18 -59.36 -67.6 75.4
-56.33 -82.38 21.46 8.9 53.48 42 -40.91 96.06 -20.18 -30.94 78.36
